,categories,customer_rating,duration,id,level,marker,name,name_suffix,original_name,parent_ids,perex,quadkey,rating,rating_local,star_rating,star_rating_unofficial,thumbnail_url,url,lat,lng,sleeping,sightseeing,relaxing,discovering,going_out,eating,doing_sports,shopping,hiking,traveling,playing,south,west,north,east
47,"['hiking', 'sightseeing', 'playing', 'discovering']",,1800,poi:12017,poi,hiking:viewpoint:bird_watching,Belvedere Castle,"New York City, USA",Belvedere Castle,"['poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Translating to ""beautiful view"" in Italian, this castle provides the highest views of the Central Park.",032010110132011003102,1.0241063504316,0.473503868833525,,,https://media-cdn.sygictraveldata.com/media/poi:12017,https://go.sygic.com/travel/place?id=poi:12017,40.7793247,-73.9688869,0,1,0,1,0,0,0,0,1,0,1,40.7792472,-73.9689706,40.7793959,-73.9688145
48,"['sightseeing', 'discovering']",,14400,poi:11924,poi,sightseeing:architecture:modern,Guggenheim,"New York City, USA",Guggenheim Museum,"['poi:32279895', 'poi:19917437', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Designed by Frank Lloyd Wright, this building is considered to be one of the best works in his whole career.",032010110130322202303,1.0105707264327,0.8350450400723726,,,https://media-cdn.sygictraveldata.com/media/poi:11924,https://go.sygic.com/travel/place?id=poi:11924,40.7830074,-73.9589369,0,1,0,1,0,0,0,0,0,0,0,40.7826554,-73.9593314,40.7833605,-73.958558
49,"['sightseeing', 'traveling']",,2700,poi:40241,poi,traveling:ferry_terminal,Battery Park Ferry Terminal,"New York City, USA",Battery Park Ferry Terminal,"['poi:32867096', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Many a traveller’s journey to seeing the Statue of Liberty starts here, by boarding this ferry.",032010110301112130021,0.99002425429769,0.4953125928616884,,,https://media-cdn.sygictraveldata.com/media/poi:40241,https://go.sygic.com/travel/place?id=poi:40241,40.7032333,-74.0173689,0,1,0,0,0,0,0,0,0,1,0,40.7030238,-74.0175597,40.7034428,-74.0171785
50,"['discovering', 'playing']",,12600,poi:11964,poi,discovering:zoo,Central Park Zoo,"New York City, USA",Central Park Zoo,"['poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Located in the southern part of the Central Park, the Central Park Zoo is a relatively small zoo, which nonetheless showcases a large…",032010110132012311030,0.98910769491605,0.487885777239208,,,https://media-cdn.sygictraveldata.com/media/poi:11964,https://go.sygic.com/travel/place?id=poi:11964,40.7677743,-73.9718842,0,0,0,1,0,0,0,0,0,0,1,40.7665993,-73.9729059,40.7688055,-73.9704893
51,['sightseeing'],,1800,poi:50738,poi,sightseeing,Friends Building,"New York City, USA",Friends Building,"['poi:28037162', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","This apartment, located at the corner of Grove Street in New York, is a must-see for every fan of the TV show Friends.",032010110123313330131,0.97525384965728,0.42923888476943245,,,https://media-cdn.sygictraveldata.com/media/poi:50738,https://go.sygic.com/travel/place?id=poi:50738,40.7323593,-74.0053,0,1,0,0,0,0,0,0,0,0,0,,,,
52,['shopping'],,7200,poi:36769,poi,shopping:centre:department_store,Century 21,"New York City, USA",Century 21,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","This 6-floor large department store, offering a wide choice of clothing, shoes, accessories and more, is the flagship of the chain of…",032010110301111032111,0.95027754266752,0.47542717418653574,,,https://media-cdn.sygictraveldata.com/media/poi:36769,https://go.sygic.com/travel/place?id=poi:36769,40.7107076,-74.010777,0,0,0,0,0,0,0,1,0,0,0,,,,
53,['sightseeing'],,1800,poi:44622,poi,other:building:bridge:suspension,Manhattan Bridge,"New York City, USA",Manhattan Bridge,"['city:186', 'region:106', 'country:43', 'continent:6']","One of the most often photographed landmarks in New York, this bridge crossing the East River is a must-see for every visitor.",032010110310001221301,0.94875486641961,0.5570488657232533,,,https://media-cdn.sygictraveldata.com/media/poi:44622,https://go.sygic.com/travel/place?id=poi:44622,40.7071099,-73.990536,0,1,0,0,0,0,0,0,0,0,0,40.699685,-73.9948192,40.7144616,-73.9862197
54,['discovering'],,14400,poi:11891,poi,discovering:museum:wax,Madame Tussauds New York,"New York City, USA",Madame Tussauds New York,"['poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","This is the second oldest branch of the world-famous Madame Tussaud's Museum in the United States, opened in 2000.",032010110132021233032,0.88140525119985,0.35351889332994374,,,https://media-cdn.sygictraveldata.com/media/poi:11891,https://go.sygic.com/travel/place?id=poi:11891,40.7562122,-73.988446,0,0,0,1,0,0,0,0,0,0,0,40.7559168,-73.9887566,40.7565067,-73.9881443
55,['sightseeing'],,5400,poi:12019,poi,sightseeing:fort,Castle Clinton,"New York City, USA",Castle Clinton,"['poi:12003', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Once called West Battery, the castle used to be a fort that was meant to protect the city from the attacks from the sea. ",032010110301112130101,0.82398181941523,0.4459233711176642,,,https://media-cdn.sygictraveldata.com/media/poi:12019,https://go.sygic.com/travel/place?id=poi:12019,40.7034579,-74.0167727,0,1,0,0,0,0,0,0,0,0,0,40.7031807,-74.017132,40.7037406,-74.0164109
56,"['discovering', 'sightseeing']",,3600,poi:58975,poi,discovering:museum,9/11 Memorial Museum,"New York City, USA",9/11 Memorial Museum,"['poi:11880', 'poi:20893832', 'poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Opened in May 2014, this large and informative underground museum presents the story of the 9/11 attacks through thousands of images and…",032010110301111021122,0.82208963003793,0.44489935402646497,,,https://media-cdn.sygictraveldata.com/media/poi:58975,https://go.sygic.com/travel/place?id=poi:58975,40.7114746,-74.0126838,0,1,0,1,0,0,0,0,0,0,0,40.7112642,-74.013104,40.7116216,-74.0123511
57,"['sightseeing', 'shopping']",,1800,poi:36691,poi,sightseeing:architecture:modern,Trump Tower,"New York City, USA",Trump Tower,"['poi:28039457', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","This 202 m, 58-storey high building was one of the first mixed-use skyscrapers that got recognition in the world.",032010110132030103310,0.80130214759461,0.3929001266389737,,,https://media-cdn.sygictraveldata.com/media/poi:36691,https://go.sygic.com/travel/place?id=poi:36691,40.7623177,-73.9738898,0,1,0,0,0,0,0,1,0,0,0,40.7620661,-73.9742497,40.7625717,-73.9735357
58,"['sightseeing', 'hiking']",,3600,poi:54991,poi,sightseeing,Brooklyn Heights Promenade,"New York City, USA",Brooklyn Heights Promenade,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']","Running between the Brooklyn Bridge and a ramp north of Atlantic Avenue, this promenade is a sight to behold and surely something you need…",032010110310020102200,0.74223124550327,0.5580863090267199,,,https://media-cdn.sygictraveldata.com/media/poi:54991,https://go.sygic.com/travel/place?id=poi:54991,40.6956298,-73.9983246,0,1,0,0,0,0,0,0,1,0,0,,,,
59,['sightseeing'],,1800,poi:50825,poi,sightseeing:bridge,Bow bridge,"New York City, USA",Bow Bridge,"['poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","One of the most iconic sights in Central Park as well as a great place to snap some great photographs, the Bow Bridge is one of the most…",032010110132010311211,0.72888317911467,0.3370050435611732,,,https://media-cdn.sygictraveldata.com/media/poi:50825,https://go.sygic.com/travel/place?id=poi:50825,40.7757582,-73.9717674,0,1,0,0,0,0,0,0,0,0,0,40.7755768,-73.9719303,40.7759416,-73.9716057
60,"['sightseeing', 'traveling']",,900,poi:41288,poi,traveling:cable_car,Roosevelt Island Tramway,"New York City, USA",Roosevelt Island Tramway,"['poi:19917437', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Explore New York City from a bird's perspective. This unique aerial tramway leads from Roosevelt Island to Upper East Side Manhattan and…,032010110132120200122,0.71580186097987,0.46168872283615586,,,https://media-cdn.sygictraveldata.com/media/poi:41288,https://go.sygic.com/travel/place?id=poi:41288,40.7592303,-73.9591917,0,1,0,0,0,0,0,0,0,1,0,40.7573632,-73.9641211,40.7611565,-73.954239
61,"['shopping', 'sightseeing']",,7200,poi:24632,poi,shopping:centre:department_store,Bloomingdale's,"New York City, USA",Bloomingdale's,"['poi:28038862', 'poi:28038700', 'poi:19917437', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",All fashion fans and shopaholics should definitely head to this huge department store full of luxurious designer brands.,032010110132031012303,0.71543887337342,0.3333578808030675,,,https://media-cdn.sygictraveldata.com/media/poi:24632,https://go.sygic.com/travel/place?id=poi:24632,40.7622064,-73.9671807,0,1,0,0,0,0,0,1,0,0,0,40.7616916,-73.9680087,40.7627272,-73.96634
62,['shopping'],,5400,poi:35001,poi,shopping:toys:lego,Lego Store,"New York City, USA",Lego Store,"['poi:11877', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The famous Danish LEGO bricks (which were named the Toy of the Century not once but twice) are sold in this store in the Rockefeller Centre…,032010110132030212110,0.70560213278937,0.30764038912620273,,,https://media-cdn.sygictraveldata.com/media/poi:35001,https://go.sygic.com/travel/place?id=poi:35001,40.7586959,-73.9780435,0,0,0,0,0,0,0,1,0,0,0,,,,
63,['sightseeing'],,900,poi:34979,poi,sightseeing:building,Ghostbusters Building,"New York City, USA",Ghostbusters Building,"['city:10716', 'region:46071', 'city:186', 'region:106', 'country:43']","Predominantly known as the ""Spook Central"", Ghostbuster fans will surely recognize it within seconds.",032010110132010232222,0.69329332119936,0.34503497599728955,,,https://media-cdn.sygictraveldata.com/media/poi:34979,https://go.sygic.com/travel/place?id=poi:34979,40.7723173,-73.9791253,0,1,0,0,0,0,0,0,0,0,0,,,,
64,['sightseeing'],,1800,poi:11945,poi,other:place_of_worship:church,Saint Paul's Chapel,"New York City, USA",Saint Paul's Chapel,"['poi:2325416', 'poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The oldest surviving church building in Manhattan is also tied to a very sad moment in history.,032010110301111120201,0.67738027129087,0.3665853869409289,,,https://media-cdn.sygictraveldata.com/media/poi:11945,https://go.sygic.com/travel/place?id=poi:11945,40.7113167,-74.0091982,0,1,0,0,0,0,0,0,0,0,0,40.7111342,-74.0094699,40.7114957,-74.0089194
65,"['sightseeing', 'relaxing']",,1800,poi:57513,poi,sightseeing:monument,Columbus Circle,"New York City, USA",Columbus Circle,"['poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The circle, named after the man who discovered America, is a busy traffic point in the middle of Manhattan, full of stores, tourists, and…",032010110132012200000,0.66189579116203,0.34367741810146724,,,https://media-cdn.sygictraveldata.com/media/poi:57513,https://go.sygic.com/travel/place?id=poi:57513,40.7680518,-73.9818971,0,1,1,0,0,0,0,0,0,0,0,40.7676822,-73.9823778,40.7684163,-73.9814115
66,['shopping'],,1800,poi:24650,poi,shopping:jewelery:jeweller,Tiffany & Co.,"New York City, USA",Tiffany & Co.,"['poi:28039457', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",If you enjoy shopping for jewellery or if you are a fan of the iconic film Breakfast at Tiffany's be sure to check this store which is…,032010110132030103131,0.63224882481946,0.2945955779398042,,,https://media-cdn.sygictraveldata.com/media/poi:24650,https://go.sygic.com/travel/place?id=poi:24650,40.7625936,-73.9737793,0,0,0,0,0,0,0,1,0,0,0,40.7624104,-73.9740479,40.7627768,-73.9735108
67,"['discovering', 'sightseeing']",,5400,poi:50197,poi,discovering:museum,9/11 Tribute Museum,"New York City, USA",9/11 Tribute Museum,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Built in order to commemorate victims of 9/11, this center gives you the unique opportunity to hear several personal stories about 9/11,…",032010110301111202330,0.60887701381611,0.30462329699294033,,,https://media-cdn.sygictraveldata.com/media/poi:50197,https://go.sygic.com/travel/place?id=poi:50197,40.7079432,-74.0137633,0,1,0,1,0,0,0,0,0,0,0,,,,
68,"['eating', 'going_out']",,5400,poi:34995,poi,eating:restaurant:american,Hard Rock Cafe,"New York City, USA",Hard Rock Cafe,"['poi:20231872', 'poi:32280039', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","This café proves that coffee and rock go together without a problem. One of the most interesting restaurants in New York, this pub serves…",032010110132021320302,0.60412066651415,0.25779151520040533,,,https://media-cdn.sygictraveldata.com/media/poi:34995,https://go.sygic.com/travel/place?id=poi:34995,40.7569097,-73.9865975,0,0,0,0,1,1,0,0,0,0,0,,,,
69,"['discovering', 'sightseeing']",,10800,poi:11895,poi,discovering:museum,Intrepid Museum,"New York City, USA",Intrepid Museum,"['poi:2198690', 'poi:28023675', 'city:291258', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",This military and maritime museum is a must-see for every fan of the military.,032010110132002233023,0.59925644518612,0.3110753565562461,,,https://media-cdn.sygictraveldata.com/media/poi:11895,https://go.sygic.com/travel/place?id=poi:11895,40.7645155,-73.9995345,0,1,0,1,0,0,0,0,0,0,0,40.7643371,-73.9998282,40.7647027,-73.9992229
70,"['doing_sports', 'playing']",,7200,poi:47891,poi,playing:park:theme,Wollman Rink,"New York City, USA",Wollman Rink,"['poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Together with e.g. the Bryant Park Rink, Wollman Rink offers an alternative to the (usually heavily crowded) Rink at the Rockefeller Center.",032010110132012301031,0.59376987971292,0.292882039796037,,,https://media-cdn.sygictraveldata.com/media/poi:47891,https://go.sygic.com/travel/place?id=poi:47891,40.767779,-73.9744739,0,0,0,0,0,0,1,0,0,0,1,40.7674323,-73.9748193,40.7680512,-73.9741205
71,['sightseeing'],,1800,poi:18160,poi,sightseeing:building,The Dakota,"New York City, USA",The Dakota,"['poi:28012236', 'poi:19917408', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The imposing 1884 building is best known as a place where the famous British singer and the member of the Beatles – John Lennon – lived…,032010110132010122201,0.59239521587692,0.29376622547907544,,,https://media-cdn.sygictraveldata.com/media/poi:18160,https://go.sygic.com/travel/place?id=poi:18160,40.7767751,-73.9761476,0,1,0,0,0,0,0,0,0,0,0,40.7763936,-73.976654,40.7771612,-73.9756543
72,['sightseeing'],,900,poi:12002,poi,sightseeing:architecture:modern,Woolworth Building,"New York City, USA",Woolworth Building,"['poi:32867908', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",This neo-Gothic-style building has been decorating the skyline of Manhattan for more than a century now.,032010110301111102132,0.54184068938054,0.2932339295893251,,,https://media-cdn.sygictraveldata.com/media/poi:12002,https://go.sygic.com/travel/place?id=poi:12002,40.7124432,-74.0083144,0,1,0,0,0,0,0,0,0,0,0,40.7121487,-74.0087689,40.7127592,-74.0079057
